,challengeID,gpa,grit,materialHardship,eviction,layoff,jobTraining
313,2783,,,,,,
314,2789,3.25,3.5,0.0,0.0,0.0,0.0
315,2803,3.25,4.0,0.0909090909090909,0.0,0.0,0.0
316,2804,,,,,,
317,2805,3.0,4.0,0.0909090909090909,0.0,0.0,0.0
318,2844,3.25,3.25,0.0,0.0,,0.0
319,2850,1.25,2.0,0.0,0.0,0.0,0.0
320,2863,3.25,3.75,0.181818181818182,0.0,,0.0
321,2867,1.5,3.5,0.0,0.0,0.0,1.0
322,2875,,,,,,
323,2880,,,,,,
324,2882,3.0,2.75,0.0,0.0,0.0,0.0
325,2886,,,,,,
326,2892,4.0,4.0,0.0,0.0,0.0,0.0
327,2895,3.75,3.0,0.0,0.0,0.0,0.0
328,2900,2.5,2.5,0.545454545454545,0.0,0.0,1.0
329,2901,3.0,3.75,0.0,0.0,0.0,0.0
330,2907,3.75,3.5,0.0,0.0,0.0,1.0
331,2911,,4.0,0.272727272727273,1.0,,0.0
332,2929,1.75,3.25,0.0,0.0,0.0,0.0
333,2934,,,,,,
334,2940,,,0.181818181818182,0.0,1.0,0.0
335,2941,,,0.0,0.0,1.0,0.0
336,2946,4.0,4.0,0.454545454545455,0.0,0.0,1.0
337,2952,,,,,,
338,2957,,,,,,
339,2968,3.5,3.0,0.0909090909090909,0.0,,1.0
340,2973,1.75,3.0,0.0,0.0,0.0,0.0
341,2979,,,,,,
342,2991,1.0,2.5,0.0,0.0,,0.0
343,2992,,,,,,
344,2997,,,0.0,0.0,,0.0
345,3005,3.25,3.25,0.0,0.0,1.0,0.0
346,3013,,,,,,
347,3020,,3.5,0.0909090909090909,0.0,,0.0
348,3030,,,,,,
349,3053,3.5,3.25,0.0,0.0,,0.0
350,3061,,3.25,0.0,0.0,0.0,0.0
351,3068,,,,,,
352,3078,,,,,,
353,3081,3.75,3.0,0.0,0.0,0.0,1.0
354,3084,2.5,4.0,0.0,0.0,0.0,0.0
355,3086,,,,,,
356,3088,2.0,2.25,0.0,0.0,0.0,0.0
357,3121,,,,,,
358,3128,,,,,,
359,3137,,3.25,0.0,0.0,0.0,0.0
360,3151,3.5,3.0,0.0909090909090909,0.0,0.0,0.0
361,3155,3.75,3.0,0.0,0.0,0.0,1.0
362,3161,,,,,,
363,3166,,,,,,
364,3177,1.5,3.25,0.0909090909090909,0.0,1.0,1.0
365,3185,,,,,,
366,3193,3.5,3.25,0.0,0.0,0.0,0.0
367,3202,3.5,3.5,0.0,0.0,,0.0
368,3204,,,,,,
369,3219,2.0,3.5,0.0909090909090909,0.0,0.0,0.0
370,3223,3.0,3.75,0.363636363636364,0.0,1.0,0.0
371,3241,3.0,3.25,0.0,0.0,0.0,1.0
372,3243,,3.5,0.545454545454545,0.0,1.0,0.0
373,3284,,,,,,
374,3294,,,,,,
375,3297,2.5,2.75,0.0,0.0,0.0,0.0
376,3303,4.0,3.25,0.0,0.0,,0.0
377,3336,,,,,,
378,3343,,,,,,
379,3367,3.5,3.0,0.0,0.0,0.0,0.0
380,3370,3.0,3.0,0.181818181818182,0.0,0.0,0.0
381,3378,2.5,2.75,0.0,0.0,0.0,0.0
382,3382,2.5,3.75,0.0,0.0,,0.0
383,3385,,,,,,
384,3411,3.75,3.75,0.0,0.0,0.0,0.0
385,3413,3.0,3.0,0.0,0.0,0.0,0.0
386,3417,,,,,,
387,3422,2.25,3.5,0.0,0.0,0.0,0.0
388,3423,3.25,3.5,0.0,0.0,0.0,0.0
389,3426,2.5,3.5,0.0,0.0,0.0,0.0
390,3430,,,,,,
391,3434,3.5,3.75,0.0,0.0,0.0,0.0
392,3452,2.0,2.5,0.0,0.0,1.0,0.0
393,3463,3.5,3.25,0.272727272727273,0.0,1.0,0.0
394,3466,3.5,4.0,0.0,0.0,0.0,0.0
395,3474,,4.0,0.0,0.0,0.0,0.0
396,3481,2.75,3.75,0.0,0.0,0.0,0.0
397,3488,1.25,3.25,0.0909090909090909,0.0,0.0,0.0
398,3497,3.75,4.0,0.0,0.0,1.0,1.0
399,3521,2.5,3.0,0.272727272727273,1.0,0.0,0.0
400,3540,,,,,,
401,3545,3.75,4.0,0.0,0.0,0.0,0.0
402,3560,3.5,4.0,0.0,0.0,0.0,1.0
403,3565,,2.0,0.0,0.0,0.0,0.0
404,3570,,,,,,
405,3571,,4.0,0.0909090909090909,0.0,,0.0
406,3587,,3.0,0.181818181818182,0.0,0.0,0.0
407,3589,2.75,4.0,0.181818181818182,0.0,0.0,1.0
408,3616,3.25,3.25,0.0,0.0,0.0,1.0
409,3620,4.0,3.5,0.0,0.0,0.0,0.0
410,3621,,2.0,0.0,0.0,0.0,0.0
411,3627,,,,,,
412,3639,3.0,3.5,0.0,0.0,1.0,1.0
413,3644,,3.25,0.0,0.0,,0.0
414,3645,,,,,,
415,3654,2.75,3.75,0.272727272727273,0.0,1.0,1.0
416,3683,,3.0,0.0,0.0,0.0,0.0
417,3687,,,,,,
418,3688,,,,,,
419,3690,,,,,,
420,3692,,,,,,
421,3703,1.75,3.75,0.0,0.0,0.0,0.0
422,3706,,3.5,0.0,0.0,0.0,1.0
423,3733,,,0.545454545454545,0.0,,0.0
424,3752,2.0,4.0,0.0909090909090909,0.0,0.0,0.0
425,3763,3.75,3.5,0.272727272727273,0.0,0.0,0.0
426,3781,,,,,,
427,3783,3.25,4.0,0.0,0.0,0.0,0.0
428,3785,2.5,3.25,0.0,0.0,0.0,0.0
429,3792,,,,,,
430,3825,4.0,3.0,0.0,0.0,0.0,0.0
431,3828,,,,,,
432,3832,,,,,,
433,3837,4.0,4.0,0.0909090909090909,0.0,,0.0
434,3841,,3.25,0.0,0.0,0.0,0.0
435,3843,,,,,,
436,3864,,,,,,
437,3871,1.5,3.5,0.0,0.0,0.0,0.0
438,3873,3.25,3.75,0.0,0.0,0.0,1.0
439,3895,3.75,3.25,0.0,0.0,0.0,0.0
440,3905,3.75,3.0,0.0,0.0,0.0,0.0
441,3919,,2.75,0.0,0.0,0.0,0.0
442,3923,,,,,,
443,3925,,,,,,
444,3934,3.25,4.0,0.0,0.0,0.0,1.0
445,3941,,,,,,
446,3948,,,,,,
447,3973,2.25,3.0,0.181818181818182,0.0,0.0,0.0
448,3979,,,,,,
449,3992,,,,,,
450,3993,3.25,3.25,0.0,0.0,,0.0
451,4025,3.25,4.0,0.0,0.0,0.0,0.0
452,4036,2.0,3.0,0.363636363636364,0.0,0.0,0.0
453,4040,2.75,3.5,0.0,0.0,0.0,1.0
454,4054,,3.75,0.0,0.0,0.0,0.0
455,4060,,,,,,
456,4088,3.0,3.5,0.0,0.0,1.0,0.0
457,4097,3.25,3.5,0.181818181818182,0.0,1.0,0.0
458,4121,,,0.0,0.0,0.0,0.0
459,4140,,,,,,
460,4162,,,,,,
461,4167,2.25,3.0,0.0,0.0,0.0,0.0
462,4168,3.0,3.25,0.0909090909090909,0.0,0.0,0.0
463,4183,3.75,3.0,0.0,0.0,0.0,1.0
464,4194,,3.25,0.363636363636364,0.0,0.0,0.0
465,4202,3.25,3.5,0.0,0.0,0.0,0.0
466,4217,,3.75,0.272727272727273,0.0,0.0,0.0
467,4235,,,,,,
